Código,Nome,Telefone
835160,Fernanda Alves,11965796358
138669,Ana Pereira,11973487392
786875,Juliana Costa,11959023584
854228,Maria Souza,11967218018
428159,Lucas Lima,11970053179
458477,Fernanda Alves,11938718916
763599,Camila Rocha,11916902446
952733,Maria Souza,11906376507
605467,Fernanda Alves,11915922439
392453,Paulo Santos,11949830145
420407,Lucas Lima,11950264371
844253,Paulo Santos,11960007306
571935,Juliana Costa,11978374509
817559,Juliana Costa,11923712829
214000,João Silva,11926905612
293891,João Silva,11937704206
511550,Juliana Costa,11985348534
905852,Fernanda Alves,11968354309
934870,João Silva,11986178193
856980,Ricardo Mendes,11947776544
431290,Paulo Santos,11911894330
996872,Lucas Lima,11973660107
355303,Carlos Oliveira,11900209043
985178,Carlos Oliveira,11931413838
618303,Lucas Lima,11959402187
871083,João Silva,11922528083
621800,Carlos Oliveira,11937822646
948636,Lucas Lima,11942733930
188237,Fernanda Alves,11960044439
582880,Fernanda Alves,11969665943
356097,Juliana Costa,11931877139
698923,Maria Souza,11932444647
406635,Ana Pereira,11938060183
794830,Ana Pereira,11950609119
523138,Maria Souza,11965031847
916971,Camila Rocha,11944812497
912943,Ana Pereira,11901066125
211099,Ricardo Mendes,11933581783
317547,Lucas Lima,11940200900
863405,João Silva,11932175332
668630,Juliana Costa,11968259874
264082,João Silva,11966201854
756851,Camila Rocha,11923540040
296620,Paulo Santos,11963001136
904310,Fernanda Alves,11948347708
587030,Ricardo Mendes,11906277413
731351,João Silva,11948685482
828159,Camila Rocha,11939625731
988521,Lucas Lima,11962265273
355667,Maria Souza,11901588457
500228,Maria Souza,11949193224
720630,Maria Souza,11977629780
694946,Camila Rocha,11967877841
656069,Fernanda Alves,11942862965
447759,Paulo Santos,11935531069
587711,Carlos Oliveira,11993409194
522548,Camila Rocha,11915308453
269726,Paulo Santos,11908402516
281015,Ricardo Mendes,11956479274
660103,Lucas Lima,11990051661
606037,Maria Souza,11982872752
228814,Juliana Costa,11990332624
105069,Fernanda Alves,11985025694
868159,Camila Rocha,11980086992
580064,João Silva,11948527067
575991,Ana Pereira,11939897665
347440,Maria Souza,11984079311
470510,Fernanda Alves,11993453261
333498,Paulo Santos,11963887333
915033,Ana Pereira,11913233210
909718,Ana Pereira,11952980611
513475,Fernanda Alves,11997501855
913536,Carlos Oliveira,11911454342
133967,Maria Souza,11943866300
917872,Lucas Lima,11938673771
978699,Maria Souza,11966043586
324067,Lucas Lima,11983576362
848882,Ana Pereira,11938592110
177820,Paulo Santos,11909752228
373184,Lucas Lima,11985396169
358416,Juliana Costa,11997404159
714959,Camila Rocha,11990323079
479048,Juliana Costa,11939327901
513472,Paulo Santos,11965111455
865687,Fernanda Alves,11908545918
625873,Lucas Lima,11946621226
737307,Camila Rocha,11961076388
673233,Juliana Costa,11988627372
581316,Paulo Santos,11942546711
320030,Juliana Costa,11934223968
264595,Camila Rocha,11994455055
674822,Camila Rocha,11950990229
984346,Lucas Lima,11935690295
800871,Carlos Oliveira,11932082144
629619,Juliana Costa,11963723343
522326,Juliana Costa,11991664753
851894,Camila Rocha,11975943540
594528,Fernanda Alves,11969502967
129568,Ana Pereira,11939604157
839268,Ana Pereira,11924045540
553773,Juliana Costa,11973741419
498300,Paulo Santos,11989758052
151015,Lucas Lima,11946339899
613584,Ricardo Mendes,11927080706
189565,Fernanda Alves,11970652418
537172,Camila Rocha,11908296354
806320,Ricardo Mendes,11940802722
331274,Camila Rocha,11988406143
668745,Carlos Oliveira,11947087166
790636,João Silva,11938193026
348438,Camila Rocha,11948617738
650772,Carlos Oliveira,11978907998
655824,Juliana Costa,11968258804
515643,Ana Pereira,11970344800
302353,Fernanda Alves,11998815090
151274,João Silva,11940981097
481904,Lucas Lima,11938373137
108322,Camila Rocha,11937900113
438196,Fernanda Alves,11930474990
739006,Carlos Oliveira,11959375315
926191,Carlos Oliveira,11928195049
891699,Ana Pereira,11954098602
442956,Maria Souza,11937205674
960214,Fernanda Alves,11905283846
278200,Carlos Oliveira,11959601818
209210,Ana Pereira,11948211525
337667,João Silva,11995411258
328642,Fernanda Alves,11941478145
667400,Paulo Santos,11924764965
871000,Maria Souza,11989321325
493900,Juliana Costa,11903948797
917001,Juliana Costa,11912183427
275851,Lucas Lima,11923662055
563112,João Silva,11900266108
317208,João Silva,11991076477
780928,Ricardo Mendes,11972228235
388317,João Silva,11932408395
335031,Juliana Costa,11999485497
919203,Juliana Costa,11996384305
367070,Ana Pereira,11982553141
528179,Camila Rocha,11952559618
101536,Paulo Santos,11957659360
238055,Maria Souza,11918222659
523009,Ricardo Mendes,11938957042
437344,Camila Rocha,11921451189
181710,Ricardo Mendes,11935964136
832230,Lucas Lima,11944156559
121077,Ana Pereira,11918027304
811731,Juliana Costa,11915698438
581388,Camila Rocha,11998653245
940847,Juliana Costa,11908668536
663793,Juliana Costa,11921480004
437527,Ana Pereira,11999088220
766762,Lucas Lima,11919062253
820779,Ricardo Mendes,11947666474
590173,Carlos Oliveira,11920383654
515717,João Silva,11960837318
293570,Ricardo Mendes,11938278281
914269,Ana Pereira,11954957003
605932,Ana Pereira,11984796017
376059,Lucas Lima,11905816687
251354,Maria Souza,11949691885
111520,Camila Rocha,11923191836
248681,Fernanda Alves,11983766382
607586,Juliana Costa,11952427402
917641,Juliana Costa,11972116727
622277,Paulo Santos,11925711265
616510,Fernanda Alves,11944480918
609795,Ana Pereira,11996083871
809366,Juliana Costa,11907688545
618433,Juliana Costa,11945469781
545282,Ana Pereira,11990282838
727922,Juliana Costa,11928118177
601825,Carlos Oliveira,11991052812
236589,Paulo Santos,11927207375
557805,Lucas Lima,11958550079
294099,João Silva,11982124594
171073,Juliana Costa,11948128651
179938,Ana Pereira,11919944564
662873,Lucas Lima,11983978684
304630,Ricardo Mendes,11969650757
569925,Maria Souza,11927284002
206149,Ricardo Mendes,11981092218
250027,Ricardo Mendes,11961255524
369496,Paulo Santos,11972630262
520667,João Silva,11948304203
360183,João Silva,11925373593
882054,Carlos Oliveira,11977972052
486753,Fernanda Alves,11913824080
138577,Ricardo Mendes,11976320689
958654,Carlos Oliveira,11915506792
706408,Juliana Costa,11947048035
753174,Ricardo Mendes,11948015800
107321,Maria Souza,11944394886
925714,Fernanda Alves,11947191534
257127,Ana Pereira,11993869280
845323,Ricardo Mendes,11969116397
421415,Ana Pereira,11934474873
208825,Ana Pereira,11903225941
631906,Ricardo Mendes,11927070698
884971,Ana Pereira,11975530402
630453,Ricardo Mendes,11909303108
506312,Ana Pereira,11938920602
608693,Camila Rocha,11946557752
468002,João Silva,11920228163
919634,Lucas Lima,11958360423
381768,João Silva,11910787940
172403,Camila Rocha,11902396606
135049,Maria Souza,11929515072
206253,Fernanda Alves,11974110995
178923,João Silva,11936705114
323000,Camila Rocha,11953283952
312027,João Silva,11924290297
175299,Ricardo Mendes,11918716714
589456,Lucas Lima,11927505258
367132,Juliana Costa,11937574644
344002,Maria Souza,11999925819
410252,Lucas Lima,11951754057
809280,Ana Pereira,11982729302
108195,Fernanda Alves,11989499519
550690,Juliana Costa,11992985786
443041,Juliana Costa,11925203334
663378,Lucas Lima,11928832646
989773,Fernanda Alves,11929559874
785427,Carlos Oliveira,11991955398
237744,Carlos Oliveira,11995731714
278659,Lucas Lima,11943406421
927267,Lucas Lima,11928771539
733771,Carlos Oliveira,11929582111
848687,João Silva,11945204297
662651,Juliana Costa,11935048529
879988,Lucas Lima,11913396926
267462,Maria Souza,11954162899
579999,Fernanda Alves,11923527211
291016,Juliana Costa,11944586100
386550,Fernanda Alves,11919562417
823134,Paulo Santos,11985062972
740387,Carlos Oliveira,11988815666
958895,Lucas Lima,11974908542
116201,Carlos Oliveira,11905096025
414067,João Silva,11969299311
935635,Paulo Santos,11926283559
994305,Lucas Lima,11944068440
694940,Juliana Costa,11963195987
924196,Ana Pereira,11977466389
342867,Paulo Santos,11977189571
209641,João Silva,11906233716
862828,Ricardo Mendes,11986679991
535395,Lucas Lima,11943923845
756537,Camila Rocha,11900165944
621166,Ana Pereira,11918155781
415723,Juliana Costa,11903294413
804213,Lucas Lima,11984933560
682664,Fernanda Alves,11958289646
129022,Carlos Oliveira,11985566045
630644,Maria Souza,11995130455
498723,Juliana Costa,11965952850
535758,João Silva,11919919511
262353,Lucas Lima,11961293011
664640,Juliana Costa,11972738922
294480,Ana Pereira,11949225487
932082,João Silva,11927555286
117619,Lucas Lima,11914842437
226513,Ana Pereira,11998709347
529991,Camila Rocha,11930952974
495101,João Silva,11993312986
756584,Juliana Costa,11969887302
219663,Juliana Costa,11938512540
535058,Lucas Lima,11943038115
216916,Paulo Santos,11967147537
498169,Camila Rocha,11959126571
995726,Carlos Oliveira,11984734927
619541,Juliana Costa,11937148952
965589,Ricardo Mendes,11963747763
898108,Paulo Santos,11921188131
959818,Maria Souza,11972788969
129913,Juliana Costa,11945334588
489289,Carlos Oliveira,11995878195
927374,Maria Souza,11990579952
104933,Camila Rocha,11909526065
137697,Lucas Lima,11960117515
624096,Lucas Lima,11974659884
699953,Camila Rocha,11921722693
740648,Juliana Costa,11918318693
953919,Fernanda Alves,11931268658
335889,Fernanda Alves,11985760826
179783,Fernanda Alves,11951432832
673921,Maria Souza,11919229472
524156,Fernanda Alves,11921322034
295000,Juliana Costa,11919976703
952091,Lucas Lima,11986760105
488566,Ricardo Mendes,11960003813
531397,Ana Pereira,11933306779
251682,Ricardo Mendes,11920102624
592195,Ricardo Mendes,11952061932
687403,João Silva,11983850749
308005,João Silva,11975041508
763525,Camila Rocha,11957270106
301334,Ana Pereira,11942573777
342946,Ana Pereira,11928001143
345601,João Silva,11969056853
938735,Juliana Costa,11921033554
706507,Ana Pereira,11975096350
721797,Ana Pereira,11986123022
557114,Fernanda Alves,11998760662
881112,Ricardo Mendes,11986949645
747044,Carlos Oliveira,11918361502
605329,Ricardo Mendes,11961421439
480542,Fernanda Alves,11970691469
414715,Paulo Santos,11912166879
854286,Maria Souza,11931102696
322620,Ana Pereira,11988232006
160618,Ricardo Mendes,11946769152
992677,Ricardo Mendes,11902688334
670987,Fernanda Alves,11975691274
880942,Lucas Lima,11921660125
500716,Maria Souza,11983081940
465489,Lucas Lima,11973147997
307145,Carlos Oliveira,11951434442
599083,Maria Souza,11987421034
774517,Ricardo Mendes,11991165435
754785,Carlos Oliveira,11971825627
193953,Fernanda Alves,11952840108
732783,Lucas Lima,11910500033
285670,Paulo Santos,11973998064
792494,Ricardo Mendes,11974840009
817888,João Silva,11964727729
391110,Paulo Santos,11908640358
142632,Fernanda Alves,11964914881
206092,Maria Souza,11991253822
298589,Lucas Lima,11947337693
447208,Maria Souza,11973408065
345610,Maria Souza,11975789737
226080,João Silva,11925336395
161590,Carlos Oliveira,11906441908
615908,Ana Pereira,11912962936
134973,João Silva,11940071797
110860,João Silva,11910134063
608086,Camila Rocha,11905614510
956641,Paulo Santos,11946535325
914602,Maria Souza,11968790096
336199,Juliana Costa,11977497005
132695,Fernanda Alves,11976831792
985332,Ana Pereira,11915666356
333382,Ricardo Mendes,11922738206
145085,Ricardo Mendes,11939864204
196091,Lucas Lima,11983796740
246811,Ricardo Mendes,11931523344
391363,João Silva,11950086462
670698,Lucas Lima,11921273415
714251,João Silva,11958848880
416041,Maria Souza,11922418424
581254,João Silva,11913445496
730660,Lucas Lima,11953207720
653116,Juliana Costa,11919117585
420996,Fernanda Alves,11927795617
347684,Camila Rocha,11935494903
250790,Lucas Lima,11993760480
772314,Carlos Oliveira,11907659910
576958,Maria Souza,11933572612
590530,Maria Souza,11986293516
203664,Camila Rocha,11917800287
102280,Ricardo Mendes,11941788589
196294,Fernanda Alves,11908830635
564252,Ricardo Mendes,11933351387
372673,Camila Rocha,11921556349
218183,João Silva,11939063399
764852,Ricardo Mendes,11980185041
835644,Paulo Santos,11903404877
611694,Ana Pereira,11907700552
302269,Juliana Costa,11958308458
121570,João Silva,11957768193
308247,Carlos Oliveira,11900011741
290034,João Silva,11966062561
478942,Ricardo Mendes,11925148704
830123,Ricardo Mendes,11999478464
573261,Carlos Oliveira,11973628237
823733,Juliana Costa,11971705778
751414,Camila Rocha,11917101759
662459,Juliana Costa,11996643764
621478,Carlos Oliveira,11967753905
673280,Fernanda Alves,11927713290
182818,Fernanda Alves,11959306635
170525,Ana Pereira,11905348962
755556,Lucas Lima,11992165203
498540,João Silva,11961113165
141074,Camila Rocha,11941808218
770464,Maria Souza,11986837677
209125,Lucas Lima,11940992063
548074,Paulo Santos,11989504860
706485,Maria Souza,11999394698
756381,João Silva,11940469435
512704,Ana Pereira,11986042548
671262,Ana Pereira,11990155998
218591,Juliana Costa,11941682099
839121,Camila Rocha,11904795394
233051,Carlos Oliveira,11955764689
714941,Juliana Costa,11924667655
708116,Lucas Lima,11966945232
872676,Camila Rocha,11935564268
438677,Maria Souza,11914978107
293686,Ana Pereira,11941191830
287546,João Silva,11987059684
215703,Paulo Santos,11999837304
193915,Fernanda Alves,11989725285
790446,Fernanda Alves,11985900589
704424,Fernanda Alves,11960812101
282410,Lucas Lima,11919692531
220226,Camila Rocha,11917320636
691877,João Silva,11971944632
198314,Ricardo Mendes,11911185427
141535,Carlos Oliveira,11965206759
233699,João Silva,11910873154
660612,Fernanda Alves,11901518395
699358,Fernanda Alves,11992538554
196862,Ana Pereira,11969229638
890724,Ana Pereira,11989546838
807695,João Silva,11999531058
561378,Camila Rocha,11927606148
143030,Paulo Santos,11965273982
424471,Ana Pereira,11997460504
909469,Maria Souza,11967666171
902076,Maria Souza,11963704234
212352,João Silva,11938632567
243563,Juliana Costa,11944171338
964008,Ricardo Mendes,11976096599
538010,Lucas Lima,11969236776
664693,Carlos Oliveira,11993796971
793551,João Silva,11950562624
174885,Ricardo Mendes,11909441113
188058,João Silva,11996869498
496201,Ricardo Mendes,11915157167
781464,Fernanda Alves,11978570425
410311,Camila Rocha,11988439467
316587,Maria Souza,11900654367
720438,Ricardo Mendes,11949261129
722710,Juliana Costa,11911053304
305809,Ana Pereira,11965464203
642439,Maria Souza,11975167576
371939,João Silva,11984621871
948759,Fernanda Alves,11996089004
922027,Lucas Lima,11967214826
919591,Maria Souza,11918769100
261149,João Silva,11952399389
565019,Carlos Oliveira,11908287590
911563,Camila Rocha,11913065767
145890,Carlos Oliveira,11910486484
111905,Ana Pereira,11982122066
209089,Lucas Lima,11950390701
407619,Juliana Costa,11975278180
162057,Maria Souza,11953491315
893433,Lucas Lima,11986639840
177416,Paulo Santos,11958744942
398074,Carlos Oliveira,11925396352
676820,Juliana Costa,11939733568
771511,Carlos Oliveira,11903919280
560573,Carlos Oliveira,11907792878
436037,Camila Rocha,11918281547
425087,Juliana Costa,11998918712
451433,Lucas Lima,11956806060
330271,João Silva,11972830378
933125,Fernanda Alves,11916826762
905707,Maria Souza,11938213166
422991,Ricardo Mendes,11945328007
368751,Juliana Costa,11930559051
492434,Juliana Costa,11901345217
358682,Ana Pereira,11952970435
624577,Fernanda Alves,11977100787
599247,Maria Souza,11923712792
698296,Juliana Costa,11959360665
383305,Ricardo Mendes,11907426727
513905,Carlos Oliveira,11949628449
101538,Fernanda Alves,11989309513
530259,Ana Pereira,11989035662
298782,Carlos Oliveira,11929735992
659785,Ricardo Mendes,11909715660
102615,Juliana Costa,11985478497
215694,Ana Pereira,11960789180
277655,Maria Souza,11912960819
950637,Ricardo Mendes,11904376852
792314,Ana Pereira,11949668671
502946,Carlos Oliveira,11951730274
912554,Juliana Costa,11903768471
836344,Lucas Lima,11948957183
135357,João Silva,11954512924
947930,Maria Souza,11935367756
729371,Camila Rocha,11970030343
735332,Ana Pereira,11966635153
949653,Maria Souza,11949137802
682567,Ana Pereira,11903470321
623331,Ricardo Mendes,11991702934
956235,Juliana Costa,11937832558
392446,Fernanda Alves,11925911740
277749,João Silva,11950758968
686778,Camila Rocha,11963260859
525017,Carlos Oliveira,11937390323
294558,Maria Souza,11984621814
934064,Ricardo Mendes,11921718193
993973,Ricardo Mendes,11910366744
726416,Fernanda Alves,11962231177
981033,Ana Pereira,11976707913
825850,Maria Souza,11974958293
585538,Juliana Costa,11971330120
364557,Carlos Oliveira,11972240005
313390,Lucas Lima,11992949334
709527,Lucas Lima,11944437908
973318,Juliana Costa,11924778935
835699,Ricardo Mendes,11926027636
462555,Carlos Oliveira,11979592825
549274,Carlos Oliveira,11920076410
183499,Ana Pereira,11946449850
244942,Juliana Costa,11951262154
365429,João Silva,11963389776
522430,João Silva,11926389817
840250,Camila Rocha,11993548556
210385,Ana Pereira,11900563012
699529,Carlos Oliveira,11994607851
951101,Paulo Santos,11927150975
831646,Ricardo Mendes,11973403560
719454,João Silva,11951728520
286185,Juliana Costa,11905732519
172233,Ricardo Mendes,11965845454
688401,João Silva,11950967101
976975,Maria Souza,11951743970
182972,Paulo Santos,11959466157
383180,Lucas Lima,11928698586
573159,Paulo Santos,11910186971
992443,Fernanda Alves,11904542871
845212,Juliana Costa,11966149941
649341,Camila Rocha,11972012083
243475,Ricardo Mendes,11937391492
508250,Juliana Costa,11961646537
778138,Paulo Santos,11987373839
664051,Ana Pereira,11993410438
196138,Paulo Santos,11926897757
673139,Camila Rocha,11917208815
757774,Juliana Costa,11929521970
681170,Carlos Oliveira,11958452929
802507,Maria Souza,11922592017
170461,Camila Rocha,11958223820
306422,Ricardo Mendes,11940037273
934800,Paulo Santos,11998273563
937287,Maria Souza,11962886269
804889,Ana Pereira,11976944975
569347,João Silva,11987424017
157865,Carlos Oliveira,11942867046
852976,João Silva,11969871674
100083,Ricardo Mendes,11986446114
171452,Carlos Oliveira,11909009252
984408,Maria Souza,11995146209
924470,Paulo Santos,11937383405
541853,João Silva,11900780022
634034,Paulo Santos,11983875930
326179,João Silva,11994660321
132911,Carlos Oliveira,11943506915
789391,Camila Rocha,11989376528
429175,Carlos Oliveira,11922497871
601741,João Silva,11964720860
623426,Ana Pereira,11924050739
328255,Paulo Santos,11984850053
805349,Camila Rocha,11971061475
858571,João Silva,11908269698
267223,Juliana Costa,11908369204
494427,Fernanda Alves,11933207109
673655,Paulo Santos,11907632556
769503,Juliana Costa,11909182404
886736,Juliana Costa,11949619598
479277,Ana Pereira,11902192892
535335,João Silva,11917991119
858383,Maria Souza,11990423297
590954,Camila Rocha,11905507054
990419,João Silva,11910776933
803741,João Silva,11930086916
247186,Lucas Lima,11930096983
672525,Carlos Oliveira,11905961186
327768,Ana Pereira,11972949979
259893,Lucas Lima,11945387592
367740,Fernanda Alves,11905512577
541013,Camila Rocha,11956828396
497571,João Silva,11913646797
594974,Paulo Santos,11959023549
670861,Camila Rocha,11962143133
778976,Paulo Santos,11992554597
751803,Lucas Lima,11949361653
445726,Camila Rocha,11992288536
537114,Camila Rocha,11915060236
654730,Lucas Lima,11991230366
404559,Fernanda Alves,11907165645
792430,Lucas Lima,11962581774
866137,Fernanda Alves,11901642950
569741,Carlos Oliveira,11941365571
805006,Lucas Lima,11995650800
779560,Ana Pereira,11934442355
202656,Juliana Costa,11919279857
257825,Ana Pereira,11964386266
974696,Ricardo Mendes,11944936270
475511,João Silva,11991888753
452327,Maria Souza,11951736645
284529,Ricardo Mendes,11980020607
624134,Lucas Lima,11933003425
284845,João Silva,11915568355
152369,João Silva,11928937553
943941,João Silva,11922583265
757128,Paulo Santos,11952084626
520879,Fernanda Alves,11926040492
938200,João Silva,11917919440
854873,Carlos Oliveira,11963967399
352501,Ricardo Mendes,11925850284
616842,Juliana Costa,11994220371
128692,Camila Rocha,11999459704
703905,Ricardo Mendes,11988950068
556024,Carlos Oliveira,11906675449
325970,Lucas Lima,11937829413
387916,Fernanda Alves,11990921921
776001,Juliana Costa,11932057693
824351,Fernanda Alves,11965787302
647884,João Silva,11923108079
424829,Maria Souza,11960280440
291841,Camila Rocha,11963473628
890966,João Silva,11918657834
592529,João Silva,11969055781
715077,Maria Souza,11902258125
556508,Carlos Oliveira,11961270692
493651,Lucas Lima,11946565901
882265,Camila Rocha,11963111753
904710,Juliana Costa,11985165035
158993,Ana Pereira,11993827782
343201,Juliana Costa,11960103744
158437,Fernanda Alves,11943548293
332405,Ricardo Mendes,11934790484
106688,Fernanda Alves,11969444490
584506,Maria Souza,11923619642
987131,Lucas Lima,11995695292
574358,Juliana Costa,11953761519
984911,Ricardo Mendes,11945933342
261055,Juliana Costa,11909032062
697127,Carlos Oliveira,11932825234
352484,João Silva,11920114392
451218,Juliana Costa,11942432627
318533,Paulo Santos,11999007618
485756,Ana Pereira,11984433928
248551,Carlos Oliveira,11987342238
696703,Maria Souza,11920958318
884142,Lucas Lima,11947434329
987149,Camila Rocha,11967108760
233298,Carlos Oliveira,11978734356
515418,Maria Souza,11948138591
861320,Ana Pereira,11989895849
764318,Paulo Santos,11942494095
449016,Carlos Oliveira,11902281134
366815,Lucas Lima,11959507502
131185,Paulo Santos,11929994025
429277,Carlos Oliveira,11974797035
734363,Maria Souza,11930069303
126486,Ricardo Mendes,11939612233
646985,Maria Souza,11905967760
523295,Ana Pereira,11961568235
690199,Camila Rocha,11928412281
